id	sentence1	sentence2	is_duplicate
20581	One can find a resolution of a sheaf on a smooth manifold by fine sheaves using the Alexander-Spanier resolution	One can find a resolution of a sheaf on a fine manifold by smooth sheaves using the Alexander-Spanier resolution .	0
20582	The enolate intermediate then attacks CO transiently released from the enzyme linked biotin molecule .	The enolate intermediate transiently attacks CO then released from the enzyme linked biotin molecule .	0
20583	Vicki visits Bruce at her apartment , prepared to tell her about his alter-ego .	Bruce visits Vicki at her apartment , prepared to tell her about his alter-ego .	0
20584	Most consumer VCRs use the known black level of the vertical blanking pulse to set their recording levels .	Most consumer VCRs use the known vertical level of the black blanking pulse to set their recording levels .	0
20585	New York City ( Casino Theatre )	Casino Theatre ( New York City )	1
20586	He goes from hating the Bones and stick-eaters to hating them and then following the Bones again .	He goes from hating the Bones and stick-eaters to following them and then hating the Bones again .	0
20587	Joey Logano qualified third , Hamlin took fourth , and Martin started fifth .	Martin started third , Hamlin took fourth , and Joey Logano qualified fifth .	0
20588	She tends for Lillian until he his well , although she lets Bobby know that she is not Jessop .	She tends for Bobby until he his well , although she lets Jessop know that she is not Lillian .	0
20589	The whitish plumage has white scalloped mottling on the wings , black stripes on the flanks , and gray scallops on the overall rufous underparts .	The overall rufous plumage has gray mottling on the wings , white scalloped stripes on the flanks , and black scallops on the whitish underparts .	0
20590	Most Buddhist scripture does not distinguish same-sex sexual activity from heterosexual activity , both being seen as non-conducive to spiritual growth .	Most Buddhist scripture does not distinguish spiritual-sex non-conducive activity from sexual activity , both being seen as same to heterosexual growth .	0
20591	Moreover , the managements of private engineering colleges are lobbying against any increase in intermediate weightage .	Moreover , the managements of intermediate engineering colleges are lobbying against any increase in private weightage .	0
20592	To differentiate country and culture , the company have to identify two areas which is vertical market segment existing internal area .	To differentiate country and culture , the company have to identify two areas which is internal market segment existing vertical area .	0
20593	Other examples included Coleman 's work on Courtaulds and artificial fibres , Alford on Wills and the tobacco industry , Barker on Pilkington 's and glass manufacture .	Other examples included Barker 's work on Courtaulds and artificial fibres , Alford on Wills and the tobacco industry , Coleman on Pilkington 's and glass manufacture .	0
20594	The yarn is commonly manufactured from cotton , but can also be made using acrylic , rayon and olefin .	The yarn is commonly made from cotton , but can also be manufactured using acrylic , rayon and olefin .	1
20595	The city was officially occupied by the French on 5 April 1794 and again became part of the French département Meuse-Inférieure from 1795 to 1814 .	The city was again occupied by the French on 5 April 1794 and officially became part of the French département Meuse-Inférieure from 1795 to 1814 .	0
20596	Evergreen was a Southern California underground post-punk band from the early-to-mid-1990s . They were heavily influential in the development of emo in 1990s	Evergreen was a Southern California underground post-punk band from the mid-to-early-1990s . They were heavily influential in the development of emo in 1990s	0
20597	It can not confirm quantitative hearing because it does not measure sound sensitivity in a normal manner .	It can not confirm normal hearing because it does not measure sound sensitivity in a quantitative manner .	0
20598	NicheStack is marketed as a small-footprint , RFC commercial or portable embedded protocol stack , compliant to proprietary non-MMU Operating Systems .	NicheStack is marketed as a small-footprint , RFC compliant embedded protocol stack , portable to commercial or proprietary non-MMU Operating Systems .	0
20599	It is the ninth episode to be broadcast but it 's the eight episode to be produced .	It is the ninth episode to be produced but it 's the eight episode to be broadcast .	0
20600	The Inverness to Dunkeld road gives its name to Neil Munro 's novel `` The New Road '' .	The Dunkeld to Inverness road gives its name to Neil Munro 's novel `` The New Road '' .	0
20601	Amin redily agreed , and they embarked on the long term project during which Daif wrote the preface and Amin wrote the introduction .	Amin redily agreed , and they embarked on the long term project during which Amin wrote the preface and Daif wrote the introduction .	0
20602	These medals were awarded by both Imperial Germany and various German Kingdoms and other states and city-states of the Reich .	These medals were awarded by both Imperial Germany and other Kingdoms and various German states and city-states of the Reich .	0
20603	The band began gigging extensively around the Washington DC area with Washburn on bass , and began recording what would become their first full length album , Metal Renaissance .	The band began recording extensively around the Washington DC area with Washburn on bass , and began gigging what would become their first full length album , Metal Renaissance .	0
20604	The teeth were heterodont , and may have been polydont , because other xenorophids are polydont .	The teeth were polydont , and may have been polydont , because other xenorophids are heterodont .	0
20605	Since the 2011 local government reform it is part of the municipality Ziros , of which it is a municipal unit .	Since the 2011 municipal government reform it is part of the municipality Ziros , of which it is a local unit .	1
20606	However , studies have shown this is unlikely , as the pathogens are seen to leave apoptopic cells and no evidence is known of macrophage uptake by this method .	However , studies have shown this is unlikely , as the pathogens are known to leave apoptopic cells and no evidence is seen of macrophage uptake by this method .	0
20607	This first generation of the brood that becomes workers , are responsible for developing the next generation of feeding larvae and the queen .	This first generation of the brood that becomes workers are responsible for feeding the next generation of developing larvae and the queen .	0
20608	Bloomington Educational Cable Television ( BEC-TV ) serves cable subscribers with educational and school based programming from all of Bloomington 's public and private educational institutions .	Bloomington Educational Cable Television ( BEC-TV ) serves cable subscribers with public and private educational and school based programming from all of Bloomington 's educational institutions .	0
20609	The portraits are genuine and the most traditional .	The portraits are traditional and the most genuine .	0
20610	Track 14 Danny Dean/Rose arr . Hank Williams ;	Track 14 Hank Williams/Rose arr . Danny Dean ;	0
20611	Minutes later , stand-in captain Hugo Rodallega was also shown red , a straight red card for challenging Rafael .	Minutes later , stand-in captain Hugo Rodallega was also shown straight red , a red card for challenging Rafael .	0
